entry_price,stop_loss,target,entry_reason,position_type,probability,risk_reward,leverage,entry_time,position_status,pattern_used,multi_timeframe_confirmed,trend_direction,trend_angle,trend_strength,trend_duration,trend_trade_type,symbol,timestamp,stop_distance_pct,target_distance_pct
92.76,92.52810000000001,93.17742,Bullish Long Line Pattern (Continuation with bullish trend),long,0.5098314016688928,1.8000000000000003,30,2025-03-27 00:02:19,Open,bullish_long_line,True,bullish,5.653859044235977,4.925760010993629,6,continuation,LTC/USDT:USDT,2025-03-27 00:02:19,0.24999999999999567,0.44999999999999224
92.76,92.23,92.52810000000001,93.17742,Bullish Long Line Pattern (Continuation with bullish trend),Stop Loss,long,-0.5606469002695375,0.5098314016688928,12.211606367429097,30,2025-03-27 00:02:19,2025-03-27 00:14:31,Closed,bullish_long_line,bearish,-5.9940929491083725,3.6215367826520657,False,continuation,LTC/USDT:USDT,2025-03-27 00:14:32,0.24999999999999567,0.44999999999999224
2.3764,2.392639434757536,2.332547563401092,Bearish Three Outside Pattern (Continuation with bearish trend),short,0.6104142288651844,2.7003671774078906,30,2025-03-27 00:22:15,Open,bearish_three_outside,True,bearish,-0.06573385638280754,0.10452572024871845,6,continuation,XRP/USDT:USDT,2025-03-27 00:22:15,0.6833628495849314,1.8453306092790742
2.3073,2.31306825,2.29691715,Bearish Upside Gap Three Methods Pattern (Continuation with bearish trend),short,1.4390017514906694,1.7999999999999998,30,2025-03-27 00:22:54,Open,bearish_upside_gap_three_methods,True,bearish,-0.04354478404612173,0.14105755987701,3,continuation,CAKE/USDT:USDT,2025-03-27 00:22:54,0.25000000000000133,0.4500000000000023
2.3073,2.2972,2.31306825,2.29691715,Bearish Upside Gap Three Methods Pattern (Continuation with bearish trend),Trend Change to Bullish,short,0.4334257975034582,1.4390017514906694,5.185462137063344,30,2025-03-27 00:22:54,2025-03-27 00:28:05,Closed,bearish_upside_gap_three_methods,bullish,-0.03724225143855086,0.146879923854938,True,continuation,CAKE/USDT:USDT,2025-03-27 00:28:05,0.25000000000000133,0.4500000000000023
0.405,0.40601250000000005,0.40317749999999997,Bearish Long Line Pattern (Continuation with bearish trend),short,0.7035681212080895,1.8000000000000107,30,2025-03-27 00:29:48,Open,bearish_long_line,True,bearish,-0.03437746358255419,0.272650918297547,9,continuation,ENA/USDT:USDT,2025-03-27 00:29:48,0.2500000000000067,0.4500000000000148
2.3764,2.3736,2.392639434757536,2.332547563401092,Bearish Three Outside Pattern (Continuation with bearish trend),Trend Change to Bullish,short,0.0926003872379728,0.6104142288651844,11.171766146024067,30,2025-03-27 00:22:14,2025-03-27 00:33:25,Closed,bearish_three_outside,bullish,-0.1016217714672688,0.17406873993561991,True,continuation,XRP/USDT:USDT,2025-03-27 00:33:25,0.6833628495849314,1.8453306092790742
0.405,0.4044,0.40601250000000005,0.40317749999999997,Bearish Long Line Pattern (Continuation with bearish trend),Trend Change to Bullish,short,0.17279684028635742,0.7035681212080895,5.5665016055107115,30,2025-03-27 00:29:47,2025-03-27 00:35:21,Closed,bearish_long_line,bullish,-0.027501972054128344,0.17948865375988937,True,continuation,ENA/USDT:USDT,2025-03-27 00:35:22,0.2500000000000067,0.4500000000000148
0.002775,0.00276945,0.002784324,Bullish Three Outside Pattern (Continuation with bullish trend),long,0.5247691014798503,1.6799999999999624,30,2025-03-27 00:38:03,Open,bullish_three_outside,True,bullish,-6.302535746436605e-05,0.2607632908657012,2,continuation,MEW/USDT:USDT,2025-03-27 00:38:03,0.19999999999999996,0.3359999999999924
0.01457,0.01459914,0.014521044799999999,Bearish Long Line Pattern (Continuation with bearish trend),short,0.710403368743985,1.6800000000000022,25,2025-03-27 00:45:27,Open,bearish_long_line,True,bearish,-0.002635605855742798,0.46108244864436126,3,continuation,SWELL/USDT:USDT,2025-03-27 00:45:27,0.20000000000000287,0.33600000000000524
